timestamp,device_id,device_type,src_ip,dst_ip,connection_count,bytes_sent,bytes_received
2025-12-15 08:23:13,lock_frontdoor,smart_lock,192.168.1.137,111.119.81.51,10,171575,548160
2025-12-15 08:23:13,speaker_kitchen,smart_speaker,192.168.1.65,188.123.136.28,11,74492,169925
2025-12-15 08:28:13,cam_livingroom,camera,192.168.1.197,76.198.181.88,24,326853,639126
2025-12-15 08:28:13,thermostat_hall,thermostat,192.168.1.47,80.162.183.14,6,106939,129135
2025-12-15 08:28:13,plug_bedroom,smart_plug,192.168.1.182,199.180.72.96,3,22268,54859
2025-12-15 08:28:13,lock_frontdoor,smart_lock,192.168.1.216,146.158.89.251,2,29583,31569
2025-12-15 08:28:13,speaker_kitchen,smart_speaker,192.168.1.11,43.28.119.112,9,134240,190899
2025-12-15 08:33:13,cam_livingroom,camera,192.168.1.7,154.244.0.169,33,407154,473829
2025-12-15 08:33:13,thermostat_hall,thermostat,192.168.1.236,177.103.66.174,7,69782,71486
2025-12-15 08:33:13,plug_bedroom,smart_plug,192.168.1.185,65.165.30.11,2,28174,37655
2025-12-15 08:33:13,lock_frontdoor,smart_lock,192.168.1.39,170.72.56.186,1,30805,34432
2025-12-15 08:33:13,speaker_kitchen,smart_speaker,192.168.1.247,38.191.202.51,8,180771,205539
2025-12-15 08:38:13,cam_livingroom,camera,192.168.1.88,97.165.69.80,30,392660,312681
2025-12-15 08:38:13,thermostat_hall,thermostat,192.168.1.189,131.249.162.89,6,85278,72732
2025-12-15 08:38:13,plug_bedroom,smart_plug,192.168.1.183,163.182.114.89,2,23840,64517
2025-12-15 08:38:13,lock_frontdoor,smart_lock,192.168.1.98,98.150.65.90,2,14139,41522
2025-12-15 08:38:13,speaker_kitchen,smart_speaker,192.168.1.188,20.200.16.93,11,82023,251736
2025-12-15 08:43:13,cam_livingroom,camera,192.168.1.156,101.113.53.254,26,143519,461918
2025-12-15 08:43:13,thermostat_hall,thermostat,192.168.1.38,104.39.121.177,5,88097,99232
2025-12-15 08:43:13,plug_bedroom,smart_plug,192.168.1.253,101.85.45.171,3,39793,61039
2025-12-15 08:43:13,lock_frontdoor,smart_lock,192.168.1.116,22.135.107.127,1,33291,27887
2025-12-15 08:43:13,speaker_kitchen,smart_speaker,192.168.1.179,37.179.131.55,7,110236,178034
2025-12-15 08:48:13,cam_livingroom,camera,192.168.1.186,20.24.197.224,24,118796,530066
2025-12-15 08:48:13,thermostat_hall,thermostat,192.168.1.189,127.85.211.252,6,103894,119604
2025-12-15 08:48:13,plug_bedroom,smart_plug,192.168.1.227,116.179.192.51,3,47601,58958
2025-12-15 08:48:13,lock_frontdoor,smart_lock,192.168.1.214,142.115.83.231,2,24191,32485
2025-12-15 08:48:13,speaker_kitchen,smart_speaker,192.168.1.20,28.150.10.163,13,65839,152340
2025-12-15 08:53:13,cam_livingroom,camera,192.168.1.68,46.37.175.87,26,89997,528188
2025-12-15 08:53:13,thermostat_hall,thermostat,192.168.1.229,116.82.38.47,7,70412,88407
2025-12-15 08:53:13,plug_bedroom,smart_plug,192.168.1.88,172.247.15.220,2,53779,83438
2025-12-15 08:53:13,lock_frontdoor,smart_lock,192.168.1.243,187.84.222.80,2,13506,44676
2025-12-15 08:53:13,speaker_kitchen,smart_speaker,192.168.1.15,45.169.105.97,12,187400,208144
2025-12-15 08:58:13,cam_livingroom,camera,192.168.1.106,198.135.144.152,20,395259,509211
2025-12-15 08:58:13,thermostat_hall,thermostat,192.168.1.62,44.25.201.251,7,92495,120445
2025-12-15 08:58:13,plug_bedroom,smart_plug,192.168.1.41,33.184.1.218,3,24236,99929
2025-12-15 08:58:13,lock_frontdoor,smart_lock,192.168.1.24,95.245.102.49,2,14791,39863
2025-12-15 08:58:13,speaker_kitchen,smart_speaker,192.168.1.8,72.87.149.41,9,50437,235645
2025-12-15 09:03:13,cam_livingroom,camera,192.168.1.123,49.157.203.241,24,254834,474378
2025-12-15 09:03:13,thermostat_hall,thermostat,192.168.1.127,189.135.46.198,5,79966,131975
2025-12-15 09:03:13,plug_bedroom,smart_plug,192.168.1.49,114.195.189.95,3,26348,67430
2025-12-15 09:03:13,lock_frontdoor,smart_lock,192.168.1.116,31.134.225.238,1,26309,36747
2025-12-15 09:03:13,speaker_kitchen,smart_speaker,192.168.1.69,77.137.31.77,8,112141,169707
2025-12-15 09:08:13,cam_livingroom,camera,192.168.1.194,198.49.43.176,21,234039,361891
2025-12-15 09:08:13,thermostat_hall,thermostat,192.168.1.208,158.211.116.31,5,65162,100314
2025-12-15 09:08:13,plug_bedroom,smart_plug,192.168.1.217,119.214.243.120,2,15573,47057
2025-12-15 09:08:13,lock_frontdoor,smart_lock,192.168.1.123,96.40.202.17,1,15663,31127
2025-12-15 09:08:13,speaker_kitchen,smart_speaker,192.168.1.130,166.75.61.229,9,174770,123071
2025-12-15 09:13:13,cam_livingroom,camera,192.168.1.46,62.108.98.64,27,244257,398375
2025-12-15 09:13:13,thermostat_hall,thermostat,192.168.1.12,128.40.222.103,4,25965,103496
2025-12-15 09:13:13,plug_bedroom,smart_plug,192.168.1.212,180.75.132.163,2,39613,56757
2025-12-15 09:13:13,lock_frontdoor,smart_lock,192.168.1.235,37.44.198.203,3,12588,43813
2025-12-15 09:13:13,speaker_kitchen,smart_speaker,192.168.1.143,103.141.234.6,9,86677,225769
2025-12-15 09:18:13,cam_livingroom,camera,192.168.1.203,199.214.57.212,22,181413,159755
2025-12-15 09:18:13,thermostat_hall,thermostat,192.168.1.40,57.51.54.51,8,91539,122462
2025-12-15 09:18:13,plug_bedroom,smart_plug,192.168.1.203,93.176.210.135,3,50686,56052
2025-12-15 09:18:13,lock_frontdoor,smart_lock,192.168.1.100,187.248.242.19,1,30761,35511
2025-12-15 09:18:13,speaker_kitchen,smart_speaker,192.168.1.46,90.206.73.205,7,0,106553
2025-12-15 09:23:13,cam_livingroom,camera,192.168.1.11,121.169.121.25,29,263349,237016
2025-12-15 09:23:13,thermostat_hall,thermostat,192.168.1.192,141.137.190.10,4,60202,118348
2025-12-15 09:23:13,plug_bedroom,smart_plug,192.168.1.88,97.159.143.251,4,55511,87281
2025-12-15 09:23:13,lock_frontdoor,smart_lock,192.168.1.221,198.50.116.68,1,7226,44637
2025-12-15 09:23:13,speaker_kitchen,smart_speaker,192.168.1.78,133.164.137.213,10,76107,150556
2025-12-15 09:28:13,cam_livingroom,camera,192.168.1.156,185.45.96.226,20,344198,396201
2025-12-15 09:28:13,thermostat_hall,thermostat,192.168.1.56,124.248.191.28,4,77292,144538
2025-12-15 09:28:13,plug_bedroom,smart_plug,192.168.1.133,60.33.159.206,2,37394,41326
2025-12-15 09:28:13,lock_frontdoor,smart_lock,192.168.1.36,154.14.88.98,1,27871,24977
2025-12-15 09:28:13,speaker_kitchen,smart_speaker,192.168.1.226,71.29.127.16,11,105574,206945
2025-12-15 09:33:13,cam_livingroom,camera,192.168.1.118,32.184.101.140,27,422898,370336
2025-12-15 09:33:13,thermostat_hall,thermostat,192.168.1.96,138.203.63.15,6,54850,100148
2025-12-15 09:33:13,plug_bedroom,smart_plug,192.168.1.63,115.250.228.90,2,27986,58382
2025-12-15 09:33:13,lock_frontdoor,smart_lock,192.168.1.247,141.179.176.83,1,36728,33942
2025-12-15 09:33:13,speaker_kitchen,smart_speaker,192.168.1.216,86.46.145.14,4,100010,153687
2025-12-15 09:38:13,cam_livingroom,camera,192.168.1.100,32.83.109.113,31,240063,311249
2025-12-15 09:38:13,thermostat_hall,thermostat,192.168.1.167,77.105.137.209,6,77169,123248
2025-12-15 09:38:13,plug_bedroom,smart_plug,192.168.1.133,25.4.242.67,5,36676,46317
2025-12-15 09:38:13,lock_frontdoor,smart_lock,192.168.1.167,64.4.114.129,1,26298,35544
2025-12-15 09:38:13,speaker_kitchen,smart_speaker,192.168.1.157,98.140.216.192,9,129967,135325
2025-12-15 09:43:13,cam_livingroom,camera,192.168.1.220,109.235.129.111,22,186993,393748
2025-12-15 09:43:13,thermostat_hall,thermostat,192.168.1.121,97.203.52.3,7,79800,94612
2025-12-15 09:43:13,plug_bedroom,smart_plug,192.168.1.132,189.191.144.152,3,58183,51366
2025-12-15 09:43:13,lock_frontdoor,smart_lock,192.168.1.177,47.246.32.172,2,36270,37378
2025-12-15 09:43:13,speaker_kitchen,smart_speaker,192.168.1.72,183.166.141.133,9,117432,184587
2025-12-15 09:48:13,cam_livingroom,camera,192.168.1.169,186.152.96.76,26,369502,267221
2025-12-15 09:48:13,thermostat_hall,thermostat,192.168.1.134,81.29.206.163,7,61067,81322
2025-12-15 09:48:13,plug_bedroom,smart_plug,192.168.1.176,55.13.254.151,3,47895,69575
2025-12-15 09:48:13,lock_frontdoor,smart_lock,192.168.1.68,127.207.198.18,1,22163,19605
2025-12-15 09:48:13,speaker_kitchen,smart_speaker,192.168.1.151,166.97.175.113,9,101262,122265
2025-12-15 09:53:13,cam_livingroom,camera,192.168.1.177,156.243.183.153,26,185230,460651
2025-12-15 09:53:13,thermostat_hall,thermostat,192.168.1.218,63.92.150.49,2,121815,96831
2025-12-15 09:53:13,plug_bedroom,smart_plug,192.168.1.122,52.132.93.171,3,54252,39766
2025-12-15 09:53:13,lock_frontdoor,smart_lock,192.168.1.169,42.113.181.114,2,21838,41939
2025-12-15 09:53:13,speaker_kitchen,smart_speaker,192.168.1.192,98.215.169.190,8,95656,153551
2025-12-15 09:58:13,cam_livingroom,camera,192.168.1.68,169.150.237.60,19,322931,664083
2025-12-15 09:58:13,thermostat_hall,thermostat,192.168.1.122,33.36.241.99,3,70352,66950
2025-12-15 09:58:13,plug_bedroom,smart_plug,192.168.1.130,50.195.152.211,4,37474,38870
2025-12-15 09:58:13,lock_frontdoor,smart_lock,192.168.1.15,58.70.102.175,2,17229,41434
2025-12-15 09:58:13,speaker_kitchen,smart_speaker,192.168.1.106,165.234.73.161,10,196376,220494
2025-12-15 10:03:13,cam_livingroom,camera,192.168.1.222,66.41.249.170,16,203995,434661
2025-12-15 10:03:13,thermostat_hall,thermostat,192.168.1.163,65.160.29.2,6,47325,105086
2025-12-15 10:03:13,plug_bedroom,smart_plug,192.168.1.117,90.107.86.81,3,43225,55080
2025-12-15 10:03:13,lock_frontdoor,smart_lock,192.168.1.127,42.66.222.219,1,10045,41822
2025-12-15 10:03:13,speaker_kitchen,smart_speaker,192.168.1.105,129.244.196.2,6,85584,159319
2025-12-15 10:08:13,cam_livingroom,camera,192.168.1.11,156.102.191.7,34,158356,531649
2025-12-15 10:08:13,thermostat_hall,thermostat,192.168.1.230,102.97.9.2,7,60693,105190
2025-12-15 10:08:13,plug_bedroom,smart_plug,192.168.1.162,83.115.176.159,3,49842,46220
2025-12-15 10:08:13,lock_frontdoor,smart_lock,192.168.1.35,46.196.156.85,1,1342,31488
2025-12-15 10:08:13,speaker_kitchen,smart_speaker,192.168.1.18,31.152.148.233,11,139377,203083
2025-12-15 10:13:13,cam_livingroom,camera,192.168.1.188,153.172.222.68,15,261147,473802
2025-12-15 10:13:13,thermostat_hall,thermostat,192.168.1.89,145.183.96.84,6,71356,92584
2025-12-15 10:13:13,plug_bedroom,smart_plug,192.168.1.244,123.9.116.114,3,24212,54884
2025-12-15 10:13:13,lock_frontdoor,smart_lock,192.168.1.188,53.108.11.86,2,22921,28934
2025-12-15 10:13:13,speaker_kitchen,smart_speaker,192.168.1.33,113.19.192.130,11,126278,150673
2025-12-15 10:18:13,cam_livingroom,camera,192.168.1.199,156.24.24.55,26,81470,592979
2025-12-15 10:18:13,thermostat_hall,thermostat,192.168.1.169,25.24.59.213,6,100733,66849
2025-12-15 10:18:13,plug_bedroom,smart_plug,192.168.1.115,117.63.129.242,2,23168,27195
2025-12-15 10:18:13,lock_frontdoor,smart_lock,192.168.1.181,59.105.4.154,1,25635,23978
2025-12-15 10:18:13,speaker_kitchen,smart_speaker,192.168.1.109,189.51.138.70,9,72005,165387
2025-12-15 10:23:13,cam_livingroom,camera,192.168.1.109,46.60.144.58,17,332159,669366
2025-12-15 10:23:13,thermostat_hall,thermostat,192.168.1.202,47.254.101.102,6,80485,100322
2025-12-15 10:23:13,plug_bedroom,smart_plug,192.168.1.201,87.103.183.209,3,44312,34960
2025-12-15 10:23:13,lock_frontdoor,smart_lock,192.168.1.77,61.20.254.106,2,39918,39509
2025-12-15 10:23:13,speaker_kitchen,smart_speaker,192.168.1.178,143.169.120.1,11,142121,191701
2025-12-15 10:28:13,cam_livingroom,camera,192.168.1.5,191.45.56.252,23,276787,595576
2025-12-15 10:28:13,thermostat_hall,thermostat,192.168.1.40,43.38.51.131,5,79439,106302
2025-12-15 10:28:13,plug_bedroom,smart_plug,192.168.1.166,79.233.151.135,3,44075,27531
2025-12-15 10:28:13,lock_frontdoor,smart_lock,192.168.1.120,32.51.89.20,1,27356,27361
2025-12-15 10:28:13,speaker_kitchen,smart_speaker,192.168.1.220,94.184.160.218,12,173866,156282
2025-12-15 10:33:13,cam_livingroom,camera,192.168.1.191,49.48.23.4,33,407061,358799
2025-12-15 10:33:13,thermostat_hall,thermostat,192.168.1.220,55.87.168.183,6,82644,73443
2025-12-15 10:33:13,plug_bedroom,smart_plug,192.168.1.230,132.137.47.190,3,13562,36573
2025-12-15 10:33:13,lock_frontdoor,smart_lock,192.168.1.210,107.93.58.205,1,35968,31240
2025-12-15 10:33:13,speaker_kitchen,smart_speaker,192.168.1.104,136.139.197.244,9,89768,232435
2025-12-15 10:38:13,cam_livingroom,camera,192.168.1.206,127.85.57.67,33,262633,386591
2025-12-15 10:38:13,thermostat_hall,thermostat,192.168.1.180,35.81.53.213,5,89751,50719
2025-12-15 10:38:13,plug_bedroom,smart_plug,192.168.1.235,171.247.224.92,3,33810,54466
2025-12-15 10:38:13,lock_frontdoor,smart_lock,192.168.1.158,117.183.14.66,1,23699,18687
2025-12-15 10:38:13,speaker_kitchen,smart_speaker,192.168.1.125,144.57.210.225,12,50646,197047
2025-12-15 10:43:13,cam_livingroom,camera,192.168.1.13,36.133.160.6,27,273235,555846
2025-12-15 10:43:13,thermostat_hall,thermostat,192.168.1.182,193.114.173.48,3,101045,99929
2025-12-15 10:43:13,plug_bedroom,smart_plug,192.168.1.112,189.127.246.177,2,27453,52340
2025-12-15 10:43:13,lock_frontdoor,smart_lock,192.168.1.171,193.197.76.27,1,29418,28249
2025-12-15 10:43:13,speaker_kitchen,smart_speaker,192.168.1.4,184.80.240.253,4,105007,128072
2025-12-15 10:48:13,cam_livingroom,camera,192.168.1.224,62.38.251.164,16,325216,301741
2025-12-15 10:48:13,thermostat_hall,thermostat,192.168.1.63,104.142.25.114,5,82941,94227
2025-12-15 10:48:13,plug_bedroom,smart_plug,192.168.1.142,184.193.206.120,2,56377,41023
2025-12-15 10:48:13,lock_frontdoor,smart_lock,192.168.1.22,137.227.229.45,1,20672,26542
2025-12-15 10:48:13,speaker_kitchen,smart_speaker,192.168.1.221,147.228.161.60,11,140935,163720
2025-12-15 10:53:13,cam_livingroom,camera,192.168.1.253,147.9.52.206,19,224756,266651
2025-12-15 10:53:13,thermostat_hall,thermostat,192.168.1.107,29.0.46.155,5,84396,137189
2025-12-15 10:53:13,plug_bedroom,smart_plug,192.168.1.229,150.105.233.174,2,32030,42297
2025-12-15 10:53:13,lock_frontdoor,smart_lock,192.168.1.95,33.114.232.169,2,20986,33936
2025-12-15 10:53:13,speaker_kitchen,smart_speaker,192.168.1.145,178.242.186.231,11,193184,159515
2025-12-15 10:58:13,cam_livingroom,camera,192.168.1.31,44.113.1.174,28,168585,670831
2025-12-15 10:58:13,thermostat_hall,thermostat,192.168.1.92,182.149.191.54,6,26804,96830
2025-12-15 10:58:13,plug_bedroom,smart_plug,192.168.1.13,62.252.71.209,3,47136,62142
2025-12-15 10:58:13,lock_frontdoor,smart_lock,192.168.1.29,85.100.96.61,1,18584,28273
2025-12-15 10:58:13,speaker_kitchen,smart_speaker,192.168.1.240,120.110.234.97,11,101875,224736
2025-12-15 11:03:13,cam_livingroom,camera,192.168.1.185,106.55.212.23,33,452323,541952
2025-12-15 11:03:13,thermostat_hall,thermostat,192.168.1.239,182.63.230.234,8,94031,85024
2025-12-15 11:03:13,plug_bedroom,smart_plug,192.168.1.170,170.68.255.2,2,45089,74558
2025-12-15 11:03:13,lock_frontdoor,smart_lock,192.168.1.137,32.221.247.90,2,32583,39254
2025-12-15 11:03:13,speaker_kitchen,smart_speaker,192.168.1.179,168.88.65.53,8,169984,218967
2025-12-15 11:08:13,cam_livingroom,camera,192.168.1.101,188.164.196.214,24,268323,447177
2025-12-15 11:08:13,thermostat_hall,thermostat,192.168.1.252,175.127.140.203,4,117874,69586
2025-12-15 11:08:13,plug_bedroom,smart_plug,192.168.1.248,107.150.231.68,3,38629,55157
2025-12-15 11:08:13,lock_frontdoor,smart_lock,192.168.1.37,125.153.160.111,2,31503,36124
2025-12-15 11:08:13,speaker_kitchen,smart_speaker,192.168.1.53,73.148.176.67,15,127852,140109
2025-12-15 11:13:13,cam_livingroom,camera,192.168.1.253,186.91.165.59,24,377192,505163
2025-12-15 11:13:13,thermostat_hall,thermostat,192.168.1.196,110.245.213.146,5,117637,115344
2025-12-15 11:13:13,plug_bedroom,smart_plug,192.168.1.226,128.6.54.12,3,48697,59514
2025-12-15 11:13:13,lock_frontdoor,smart_lock,192.168.1.99,57.27.28.102,2,29221,24623
2025-12-15 11:13:13,speaker_kitchen,smart_speaker,192.168.1.70,61.146.128.74,9,121840,134769
2025-12-15 11:18:13,cam_livingroom,camera,192.168.1.216,35.151.104.16,30,102999,538589
2025-12-15 11:18:13,thermostat_hall,thermostat,192.168.1.93,135.52.114.199,6,87515,101529
2025-12-15 11:18:13,plug_bedroom,smart_plug,192.168.1.239,117.198.213.160,18,283221,290750
2025-12-15 11:18:13,lock_frontdoor,smart_lock,192.168.1.249,161.27.6.128,1,34843,47701
2025-12-15 11:18:13,speaker_kitchen,smart_speaker,192.168.1.53,178.226.115.188,10,144336,318298
2025-12-15 11:23:13,cam_livingroom,camera,192.168.1.195,170.100.99.150,14,387645,254813
2025-12-15 11:23:13,thermostat_hall,thermostat,192.168.1.116,65.38.95.88,7,65210,89427
2025-12-15 11:23:13,plug_bedroom,smart_plug,192.168.1.190,151.61.193.20,3,6146,73154
2025-12-15 11:23:13,lock_frontdoor,smart_lock,192.168.1.111,91.135.66.82,2,17458,19673
2025-12-15 11:23:13,speaker_kitchen,smart_speaker,192.168.1.151,85.2.169.238,7,165492,196927
2025-12-15 11:28:13,cam_livingroom,camera,192.168.1.183,59.20.78.165,20,473204,537860
2025-12-15 11:28:13,thermostat_hall,thermostat,192.168.1.154,33.154.251.183,6,80679,160835
2025-12-15 11:28:13,plug_bedroom,smart_plug,192.168.1.20,101.112.94.34,2,30485,27928
2025-12-15 11:28:13,lock_frontdoor,smart_lock,192.168.1.203,149.81.212.206,1,27331,35460
2025-12-15 11:28:13,speaker_kitchen,smart_speaker,192.168.1.25,109.113.109.169,8,85867,184264
2025-12-15 11:33:13,cam_livingroom,camera,192.168.1.86,112.150.111.243,25,209593,256379
2025-12-15 11:33:13,thermostat_hall,thermostat,192.168.1.145,186.4.58.177,6,119300,107415
2025-12-15 11:33:13,plug_bedroom,smart_plug,192.168.1.116,81.124.20.164,3,17451,77847
2025-12-15 11:33:13,lock_frontdoor,smart_lock,192.168.1.99,49.197.131.144,2,19846,57640
2025-12-15 11:33:13,speaker_kitchen,smart_speaker,192.168.1.8,152.191.228.249,11,191854,215303
2025-12-15 11:38:13,cam_livingroom,camera,192.168.1.13,95.98.164.42,23,262581,430554
2025-12-15 11:38:13,thermostat_hall,thermostat,192.168.1.244,44.85.3.33,4,101520,79058
2025-12-15 11:38:13,plug_bedroom,smart_plug,192.168.1.55,191.109.217.53,3,8925,36323
2025-12-15 11:38:13,lock_frontdoor,smart_lock,192.168.1.54,157.222.36.78,1,21272,40283
2025-12-15 11:38:13,speaker_kitchen,smart_speaker,192.168.1.8,137.169.19.44,10,112744,155282
2025-12-15 11:43:13,cam_livingroom,camera,192.168.1.20,33.91.128.36,27,202027,305833
2025-12-15 11:43:13,thermostat_hall,thermostat,192.168.1.149,78.132.208.198,3,66880,136798
2025-12-15 11:43:13,plug_bedroom,smart_plug,192.168.1.117,181.207.221.161,2,59439,46111
2025-12-15 11:43:13,lock_frontdoor,smart_lock,192.168.1.6,119.60.3.32,2,25380,41108
2025-12-15 11:43:13,speaker_kitchen,smart_speaker,192.168.1.195,169.23.37.183,9,72188,252546
2025-12-15 11:48:13,cam_livingroom,camera,192.168.1.239,148.54.148.154,34,216662,404801
2025-12-15 11:48:13,thermostat_hall,thermostat,192.168.1.157,42.144.224.195,6,54521,172951
2025-12-15 11:48:13,plug_bedroom,smart_plug,192.168.1.103,189.15.242.80,3,13847,67795
2025-12-15 11:48:13,lock_frontdoor,smart_lock,192.168.1.138,76.69.200.151,1,24625,44616
2025-12-15 11:48:13,speaker_kitchen,smart_speaker,192.168.1.247,182.73.152.191,10,89170,157985
2025-12-15 11:53:13,cam_livingroom,camera,192.168.1.247,22.72.63.21,34,161401,513198
2025-12-15 11:53:13,thermostat_hall,thermostat,192.168.1.3,166.201.43.156,7,70899,83061
2025-12-15 11:53:13,plug_bedroom,smart_plug,192.168.1.55,108.108.211.72,3,42837,56932
2025-12-15 11:53:13,lock_frontdoor,smart_lock,192.168.1.43,67.113.129.99,1,28476,27864
2025-12-15 11:53:13,speaker_kitchen,smart_speaker,192.168.1.31,66.27.236.37,10,18710,214103
2025-12-15 11:58:13,cam_livingroom,camera,192.168.1.76,191.34.128.50,25,437916,439577
2025-12-15 11:58:13,thermostat_hall,thermostat,192.168.1.52,168.249.169.182,5,62326,167746
2025-12-15 11:58:13,plug_bedroom,smart_plug,192.168.1.34,191.120.51.145,2,37579,45156
2025-12-15 11:58:13,lock_frontdoor,smart_lock,192.168.1.160,37.99.162.248,1,19742,29926
2025-12-15 11:58:13,speaker_kitchen,smart_speaker,192.168.1.117,104.156.78.186,9,133033,240417
2025-12-15 12:03:13,cam_livingroom,camera,192.168.1.208,100.219.86.2,26,438453,505524
2025-12-15 12:03:13,thermostat_hall,thermostat,192.168.1.82,83.113.223.141,7,35481,160402
2025-12-15 12:03:13,plug_bedroom,smart_plug,192.168.1.217,112.68.169.245,4,46668,62606
2025-12-15 12:03:13,lock_frontdoor,smart_lock,192.168.1.120,134.183.156.249,1,35203,41542
2025-12-15 12:03:13,speaker_kitchen,smart_speaker,192.168.1.143,47.89.41.143,11,74359,174424
2025-12-15 12:08:13,cam_livingroom,camera,192.168.1.221,55.100.134.39,20,248281,381479
2025-12-15 12:08:13,thermostat_hall,thermostat,192.168.1.188,39.9.15.207,5,58545,20116
2025-12-15 12:08:13,plug_bedroom,smart_plug,192.168.1.198,171.108.18.133,4,33626,56836
2025-12-15 12:08:13,lock_frontdoor,smart_lock,192.168.1.141,158.241.76.187,2,39178,37566
2025-12-15 12:08:13,speaker_kitchen,smart_speaker,192.168.1.102,77.148.68.237,12,204146,209819
2025-12-15 12:13:13,cam_livingroom,camera,192.168.1.130,150.46.203.186,22,278134,438575
2025-12-15 12:13:13,thermostat_hall,thermostat,192.168.1.130,22.122.84.71,5,32697,111588
2025-12-15 12:13:13,plug_bedroom,smart_plug,192.168.1.116,60.91.74.247,3,10732,71303
2025-12-15 12:13:13,lock_frontdoor,smart_lock,192.168.1.242,111.20.112.249,2,2872,32765
2025-12-15 12:13:13,speaker_kitchen,smart_speaker,192.168.1.61,36.135.189.119,7,99391,256509
2025-12-15 12:18:13,cam_livingroom,camera,192.168.1.12,191.105.184.198,28,160616,379233
2025-12-15 12:18:13,thermostat_hall,thermostat,192.168.1.122,136.23.20.165,6,59152,123344
2025-12-15 12:18:13,plug_bedroom,smart_plug,192.168.1.28,200.140.134.89,4,25230,34317
2025-12-15 12:18:13,lock_frontdoor,smart_lock,192.168.1.98,187.193.187.39,2,24409,30982
2025-12-15 12:18:13,speaker_kitchen,smart_speaker,192.168.1.134,84.192.114.207,7,96103,233895
2025-12-15 12:23:13,cam_livingroom,camera,192.168.1.92,108.249.246.3,33,125236,504346
2025-12-15 12:23:13,thermostat_hall,thermostat,192.168.1.130,55.225.84.117,6,75833,97012
2025-12-15 12:23:13,plug_bedroom,smart_plug,192.168.1.21,151.143.108.76,3,9398,61541
2025-12-15 12:23:13,lock_frontdoor,smart_lock,192.168.1.49,60.185.60.117,1,27187,27716
2025-12-15 12:23:13,speaker_kitchen,smart_speaker,192.168.1.108,104.58.246.245,8,73044,170103
2025-12-15 12:28:13,cam_livingroom,camera,192.168.1.124,73.82.210.11,35,414269,233431
2025-12-15 12:28:13,thermostat_hall,thermostat,192.168.1.64,31.65.82.68,5,42262,170875
2025-12-15 12:28:13,plug_bedroom,smart_plug,192.168.1.163,151.20.75.28,3,50456,44638
2025-12-15 12:28:13,lock_frontdoor,smart_lock,192.168.1.44,86.92.207.9,2,15380,49764
2025-12-15 12:28:13,speaker_kitchen,smart_speaker,192.168.1.226,189.145.43.110,10,109514,302075
2025-12-15 12:33:13,cam_livingroom,camera,192.168.1.116,175.241.246.87,22,143214,493338
2025-12-15 12:33:13,thermostat_hall,thermostat,192.168.1.58,125.73.93.135,9,71958,101163
2025-12-15 12:33:13,plug_bedroom,smart_plug,192.168.1.44,195.175.232.35,3,37476,52303
2025-12-15 12:33:13,lock_frontdoor,smart_lock,192.168.1.60,116.197.67.55,1,30820,57205
2025-12-15 12:33:13,speaker_kitchen,smart_speaker,192.168.1.6,71.214.76.49,11,122066,191453
2025-12-15 12:38:13,cam_livingroom,camera,192.168.1.47,141.19.60.47,30,425308,498958
2025-12-15 12:38:13,thermostat_hall,thermostat,192.168.1.125,188.66.0.220,6,76657,69898
2025-12-15 12:38:13,plug_bedroom,smart_plug,192.168.1.135,127.189.22.219,3,28447,42761
2025-12-15 12:38:13,lock_frontdoor,smart_lock,192.168.1.60,143.195.179.50,2,34650,55203
2025-12-15 12:38:13,speaker_kitchen,smart_speaker,192.168.1.110,54.130.244.119,7,60434,184706
2025-12-15 12:43:13,cam_livingroom,camera,192.168.1.234,41.145.209.131,31,260377,583547
2025-12-15 12:43:13,thermostat_hall,thermostat,192.168.1.50,21.3.60.3,6,69423,137982
2025-12-15 12:43:13,plug_bedroom,smart_plug,192.168.1.98,187.105.161.209,3,49757,39399
2025-12-15 12:43:13,lock_frontdoor,smart_lock,192.168.1.94,47.79.218.129,2,21786,40508
2025-12-15 12:43:13,speaker_kitchen,smart_speaker,192.168.1.68,157.216.187.141,14,120027,219106
2025-12-15 12:48:13,cam_livingroom,camera,192.168.1.176,121.104.211.247,21,219325,238414
2025-12-15 12:48:13,thermostat_hall,thermostat,192.168.1.47,114.247.129.157,6,74672,102627
2025-12-15 12:48:13,plug_bedroom,smart_plug,192.168.1.149,108.203.70.60,3,45121,69816
2025-12-15 12:48:13,lock_frontdoor,smart_lock,192.168.1.193,78.228.82.51,1,21726,47947
2025-12-15 12:48:13,speaker_kitchen,smart_speaker,192.168.1.56,150.205.173.26,11,120888,106953
2025-12-15 12:53:13,cam_livingroom,camera,192.168.1.43,119.2.46.74,34,205210,345709
2025-12-15 12:53:13,thermostat_hall,thermostat,192.168.1.122,173.222.45.32,6,52000,88851
2025-12-15 12:53:13,plug_bedroom,smart_plug,192.168.1.69,76.189.40.19,2,44930,60323
2025-12-15 12:53:13,lock_frontdoor,smart_lock,192.168.1.187,118.205.146.29,2,11934,24430
2025-12-15 12:53:13,speaker_kitchen,smart_speaker,192.168.1.244,64.253.224.5,8,118599,139449
2025-12-15 12:58:13,cam_livingroom,camera,192.168.1.53,188.146.99.17,19,262265,539660
2025-12-15 12:58:13,thermostat_hall,thermostat,192.168.1.202,173.118.86.18,6,85219,121343
